SP_PRIMARY	PDB
P00427	6hu9;6t15;6ymy;7z10;6t0b;6ymx;8dh6;6giq
P00428	5x1f;5b3s;6j8m;2eik;5z86;7tih;7dgr;7coh;2dys;2eim;7tie;3wg7;5z85;8d4t;1ocr;1occ;1ocz;3ag2;2eil;3abk;2occ;2y69;5b1a;5xti;7y44;3aso;5zcq;7d5x;6jy3;7dkf;5luf;5iy5;2ybb;3ag4;2dyr;5gpn;1oco;5z84;2zxw;1v55;5wau;7ev7;6nkn;3ag3;5w97;7d5w;3abl;5xdq;5b1b;3x2q;5xth;7thu;2ein;6nmf;6nmp;6jy4;5zcp;5x19;6juw;5xdx;7cp5;3asn;5x1b;1v54;5zco;2eij;3abm;7dgs;7tii;7dgq;3ag1
P00429	5x19;2eij;5luf;5xdq;5gpn;7dgr;2ybb;7d5w;5x1f;1v54;6juw;7dgq;2dyr;2eim;5xth;1ocz;2dys;5b3s;7thu;5xdx;7tih;5x1b;6jy3;3abl;7coh;5b1a;3ag4;3aso;5z84;6j8m;1v55;2zxw;5b1b;6nkn;2ein;1occ;3ag1;1oco;6jy4;5zcp;6nmp;5w97;3abk;3abm;5xti;3asn;3ag3;7d5x;7ev7;7cp5;5z86;8d4t;7dkf;3wg7;1ocr;5wau;2eik;2eil;6nmf;7tii;5zcq;5z85;2occ;3x2q;7y44;7tie;2y69;5iy5;7dgs;3ag2;5zco
P00430	7tie;5xti;7ev7;7thu;2ybb;7cp5;3asn;2zxw;5gpn;3ag1;5x1b;1occ;2eim;7d5x;6j8m;5b1a;5xdx;7tii;5wau;5z85;3abk;5z86;7dgr;7dkf;2dyr;2dys;2eil;5luf;1v54;5b3s;6jy3;5w97;2eik;2y69;3abl;6nkn;7coh;1ocr;6nmp;5zco;1oco;2ein;6jy4;2occ;3ag2;5x19;1v55;3x2q;8d4t;7dgs;3abm;6juw;5b1b;7dgq;1ocz;3aso;2eij;3wg7;6nmf;5x1f;5z84;5zcq;5xdq;5iy5;7y44;3ag3;3ag4;7d5w;5zcp;7tih;5xth
P00431	4xv4;6y1t;4cvi;1dj5;2pcb;3m2g;5ejx;4a71;4a78;1cpd;6p41;1kxn;3r99;1cyf;1ebe;3m28;3m2d;1bep;7biu;3m2a;3m2b;1cca;1ccj;3m27;2pcc;1cce;2rbt;2rbw;2rc0;2as3;2eun;2eup;2cyp;1dso;2b12;5cih;1aa4;1aee;1aeh;1aet;1bem;3r98;3exb;2rbv;2rbx;1aek;1a2f;1ryc;3m26;7ccp;1aef;1aen;1aeq;1sog;3m2c;3m2i;1jci;3ccx;4nfg;1cmq;1cpf;1zbz;2rc2;1cmt;2b0z;2xj5;2euq;4xva;4p4q;1aem;4a6z;3m2h;6ccp;4xv8;1dj1;1ac4;1aeb;1aed;1s73;1u74;6p42;5ejt;1dse;1dsg;1cpg;2as2;2cep;4a7m;3m25;1ds4;2v2e;2x08;2rbz;2ia8;4jb4;1ccb;2as1;2bcn;5cic;5cie;5cif;2ycg;2eus;2gb8;2jti;5cib;2n18;2as4;4xv7;1ac8;1aes;1bek;2ccp;1u75;3m2f;1cpe;1zby;2icv;2euu;1stq;1sbm;6y2y;1mkr;2euo;1beq;2eut;1z53;1mkq;2y5a;2rby;1ccg;1ccl;2xil;2v23;4xv6;1ml2;5cig;5ccp;4xv5;1aej;1aeo;1krj;3m23;3m29;4cvj;6p43;1jdr;1cmu;1bj9;1dsp;5d6m;1kxm;1cci;3e2n;2x07;2rc1;2aqd;1bva;1dcc;1ccc;1cck;2eur;2b10;1sdq;2xj8;6h08;3e2o;2rbu;2as6;4ccp;4ccx;5cid;1a2g;1aev;1bes;1kok;1aeg;1aeu;1bej;1s6v;1mk8;3ccp;2anz;3m2e;1ccp;1cmp;2b11
P00432	1tgu;7di8;4blc;7cat;1th2;6pm7;6jnu;6jnt;1th4;3rgp;6po0;5gkn;1th3;3rgs;3re8;3j7b;8cat;3nwl
P00433	7atj;1h55;1gw2;1h5c;1h5a;1gwu;1gwo;1gwt;2ylj;1atj;1h5d;1h5m;1w4y;1h58;3atj;1h5h;1h5j;1h5f;1h5k;2atj;1kzm;6atj;1gx2;1h5g;1h5l;1h5e;4atj;1h57;1h5i;1w4w;1hch
P00435	1gp1
P00436	3pcc;3pci;3pck;3pcm;3pcf;3pcg;3pcl;3t63;1ykp;3mfl;3mv6;3pch;3lxv;1ykm;1ykn;4whr;1ykl;3pcb;3pcn;4whq;3pcd;4who;3lkt;3t67;3mi5;3mi1;3pcj;4whs;3lmx;1ykk;1yko;3pce;4whp;2pcd;3pca;3mv4
P00437	1ykm;3pcm;3pca;3pcf;4whr;3pci;3mi5;4whq;1yko;1ykn;3pch;3pcn;3pce;3lxv;3t63;2pcd;4who;3t67;3lmx;1ykp;3pcj;3pcl;3lkt;3mi1;3mfl;1ykl;4whp;4whs;3mv4;3mv6;3pcc;3pcd;3pcg;1ykk;3pck;3pcb
P00438	1bkw;1phh;1pbc;1pbf;1cc6;1pbb;1bgn;1pbe;2phh;1pdh;1cj3;1bf3;1pbd;1cj2;1cj4;1bgj;1cc4
P00439	5fii;1mmk;1j8u;1tdw;1lrm;1j8t;2pah;4pah;6hpo;1tg2;5pah;6pah;6hyc;1dmw;4anp;1mmt;6n1k;1pah;1kw0;3pah
P00441	3ecu;3gtv;6spa;1n18;2wko;3ecv;7cjv;6b79;6flh;5yto;1ba9;2wyz;6z4g;2xjl;4nio;4a7t;5wor;5j0f;6z4l;3k91;1fun;2c9s;5o3y;6fon;1kmg;4oh2;1ozt;2vr8;6a9o;6z4j;6z4o;2af2;1sos;2zkw;4mcm;3ecw;3gzo;5o40;4a7q;7cjw;1rk7;2c9u;2vr6;3hff;1azv;2c9v;1uxl;2vr7;5j0g;4mcn;4nip;6z4h;6spk;2zky;4xcr;1spd;1hl4;2nnx;4bcy;3re0;3kh4;3gzq;6fp6;5yul;6dtk;6fol;1n19;1ozu;1ptz;2wz0;2wz5;2wz6;6sph;2wyt;5j0c;6z4m;2lu5;2nam;5iiw;3h2q;3ltv;1p1v;1uxm;6foi;1mfm;2mp3;5u9m;2xjk;5dli;6spj;2gbu;3gzp;6z4i;6z4k;1hl5;2gbt;2zkx;4a7s;4bcz;6z3v;6ffk;5ytu;3cqq;4nin;3t5w;3gqf;3cqp;4ff9;4b3e;2gbv;4a7g;1oez;3qqd;1l3n;1pu0;2v0a;5k02;6spi;4a7u;4bd4;5wmj;5j07;7vzf;3h2p;1dsw;2r27;4a7v;3kh3
P00442	1cbj;1e9q;1q0e;1sxn;1sxb;1cob;2zow;1sxc;2sod;3sod;3hw7;1sxs;1sda;1e9o;1sxz;1e9p;1cb4;2z7z;2aeo;2z7u;2z7w;1sxa;2z7y
P00445	1sdy;2jcw;1f1g;1jcv;1yaz;1b4t;1f1d;1f1a;1b4l;1yso;1jk9;1f18
P00446	1oal;1bzo;1yai;1ib5;1ibf;1ibd;1oaj;1ibh;1ibb
P00447	4f6e;3bfr;4e4e;3lsu;3rn4
P00448	1mmm;1ixb;1i0h;1i08;1vew;1en6;1en4;1ix9;1zlz;3ot7;1en5;3k9s;1d5n
P00449	6pro
P00450	1kcw;4ejx;4enz;2j5w
P00451	1d7p;1fac;1cfg;7kbt;1iqd;6mf2;5k8d;3hob;4bdv;4xzu;3hny;3j2q;7k66;3hnb;3cdz;6mf0;4pt6;3j2s;4ki5;2r7e;7kwo
P00452	2xap;3r1r;2xaz;4r1r;5cnu;2xay;2x0x;2xav;5cns;1r1r;5cnt;6r1r;5r1r;1rlr;2xaw;4erp;2r1r;4erm;6w4x;7r1r;2xak;2xo5;5cnv;1qfn;2xax;3uus;2xo4
P00455	1fnb;1frn;1fnd;1bx0;1frq;1fnc;1bx1
P00456	1cp2
P00459	2nip;1rw4;6n4k;2c8v;1n2c;1g5p;1g20;2afh;1nip;1xcp;4wza;6n4m;1de0;1g21;1xd8;4wzb;1m34;6n4j;1g1m;1xdb;1fp6;1xd9;2afi;1m1y;6n4l
P00466	1qh8;1qgu;1h1l;1qh1
P00467	5vpw;5vq3;4wn9;1mio;4wes
P00469	1jmg;1nja;1njb;3byx;1bp0;1tsv;3bnz;1tsx;1lce;1tsl;3ijz;3ik0;1tvw;1vza;1tda;1njc;2g89;3bz0;1tsz;1njd;1tdb;1bo8;1tvu;2g8a;1tsm;1jmf;3c06;1tvv;1bp6;1thy;1lcb;1tsy;3c0a;1vzd;1jmh;1bo7;1vzc;1vzb;1vze;1bpj;1tsw;1tdc;2tdm;2g86;3ik1;2tdd;1lca;4tms;1jmi;2g8d;1nje
P00471	1tis
P00480	1fvo;1c9y;1oth;1ep9
P00484	3cla;4cla;1qca;6x7q;1cla;1cia;2cla
P00488	1evu;1ggu;5mhl;1ggt;1ex0;1qrk;5mho;1f13;4kty;1ggy;1fie;5mhn;5mhm
P00489	3l7d;6s4h;6s51;1ftq;3bcs;3bcu;3bd7;6r0i;5mcb;1k06;2iei;1xc7;3mrx;3mt9;2gpa;2f3p;2ff5;1lwo;3e3l;2qn1;2qn9;2ieg;2gpn;3g2j;3g2l;1z6p;3gpb;3msc;4yua;4mho;4mi6;2off;2qrg;3t3d;3mqf;3amv;1xkx;1p4h;3t3e;3zcs;3zcv;1ggn;6r0h;6s4p;1p2g;1fu4;2qn3;2gpb;2g9q;1wut;4mra;5owz;3syr;3t3i;6s4o;1fty;1fu8;1p2b;1lwn;5lrc;1c50;3e3n;4z5x;4ctn;5lre;1e1y;8gpb;3l7b;3bd6;3cuu;3cuw;6y55;6y5c;1b4d;1kti;1fs4;1uzu;4gpb;3t3g;1fu7;2pyd;5ox1;1gpb;1noi;1p29;2g9u;3mta;2ffr;2pri;4ctm;4ej2;1gpa;1ww2;1noj;2gm9;4yi3;6y5o;1c8l;1xl0;4eke;5lrf;1hlf;2pyi;4mi9;3t3h;1nok;3e3o;2qn7;2prj;3mt8;5mem;1abb;1pyg;2qlm;2qrh;4el5;7q5i;2amv;1xl1;2ske;4eky;3sym;1gg8;1gpy;3np9;3l7a;3l7c;3bda;6s4k;1p2d;3g2i;3mrv;2qrm;6gpb;5jtu;6qa6;1c8k;1wv1;3g2n;3ms2;2qrq;5lrd;5jtt;4cto;7p7d;2skc;2gj4;6f3l;4yi5;7gpb;6yve;6qa7;3np7;5o52;5owy;3bd8;3cuv;4mic;6f3j;1a8i;6s4r;1k08;3ebp;1gfz;2qrp;2g9r;2g9v;3g2h;3g2k;3ms7;6qa8;9gpb;7onf;3ebo;2f3q;2f3u;2fet;2qn8;5gpb;4mi3;3zcp;3cut;3zcr;5ox0;1ftw;1z62;1z6q;5o54;1bx3;1axr;1wuy;1wv0;1ww3;1h5u;3mrt;3ms4;2qnb;2f3s;6f3r;3mt7;3mtb;3mtd;3s0j;2qn2;6f3s;6f3u;4mhs;3bcr;2qln;2skd;1p4g;1p4j;4el0;3npa;6s52;5o50;5o56;3zcq;3zct;3zcu;3l79;3nc4;5ox3;5ox4
P00490	1l6i;2azd;1ahp;2av6;2ecp;1qm5;2asv;2aw3;1e4o;1l5w;1l5v
P00491	1pwy;1v2h;4ece;2on6;4eb8;5ugf;1pf7;1yry;2a0y;3k8o;1rsz;2oc4;2q7o;1v41;1v3q;4gka;1rt9;2a0w;3bgs;1v45;2a0x;3gb9;1ula;2oc9;3d1v;3k8q;5etj;1ulb;1rct;4ear;3ggs;3phb;3iny;1rfg;1m73;1rr6
P00492	6bnj;4rao;4raq;1z7g;3gep;4rac;5w8v;4ran;3ggj;4ijq;2vfa;7san;5bsk;3ggc;1d6n;4rab;5hia;1hmp;1bzy;5brn;4rad;4kn6
P00497	1ao0;1gph
P00500	4gtn;4yi7
P00502	1ev9;1ev4
P00503	1ajs;5tor;5vjz;5vk7;5ton;1ajr;5toq;5tot
P00504	1aat;2cst
P00505	5ax8
P00508	1oxp;1akc;9aat;1oxo;1ama;1map;1ivr;1akb;1aka;7aat;1maq;1tar;8aat;1tas;1tat
P00509	1ahx;1asn;1ars;1toe;1tog;1toj;1tok;4f5g;2qb2;4f5k;5t4l;1cq6;1b4x;5vwr;1bqa;1bqd;5eaa;4dbc;4f5l;1c9c;1cze;1aib;1cq7;5vwq;1asa;2qa3;3zzk;4f5j;1asl;2d5y;1arh;1asc;1spa;1ix7;2d61;1yoo;1ahy;1aic;2d7y;4a00;1aam;1amq;1asf;1g7x;4f5m;2q7w;1ix6;4f5i;1ahf;1asm;1qis;1qir;1x29;1asb;2qbt;4f5f;3aat;1aaw;1czc;1g4x;1ahe;1g7w;1ams;1ix8;1qit;3qpg;2qb3;3qn6;1toi;1amr;1ari;1asd;1ase;3zzj;1cq8;1ahg;2d63;1x28;1x2a;1arg;2aat;1g4v;1aia;1art;1asg;4f5h
P00511	3o8n;3o8l
P00512	3pfk;4i7e;3u39;6pfk;4i4i;4i36;1mto;4pfk
P00514	1ne6;4jv4;5jr7;6no7;1ne4;2qcs;3pvb;3im4;2ezw;1rl3;3fhi;3im3;5hvz;3plq;1rgs;6bys;3pna;4mx3;6byr;7lz4;4x6r;3iia
P00516	3shr
P00517	6e9l;3zo3;3e8e;2gnl;1q61;3bwj;2uvz;2uw0;2uw7;5vi9;3kkv;3zo4;1q24;1stc;1svh;2uw6;2uw3;2gng;4yxs;1sve;2jdv;4axa;4c34;4c35;1q8w;3zo1;2uvx;2uzu;2uzv;2vny;4z84;1xh4;1xh9;1q8t;1q8u;1veb;1ydr;3zo2;2f7e;1ydt;1smh;1svg;4ie9;2vo7;5vhb;4z83;3dnd;2vo6;4c37;5vib;2uzw;2c1a;2uvy;2gnh;1xh7;4c38;6e99;2vo3;1xh5;2uw4;2uw8;2jds;2oh0;3dne;2gni;2gnj;2ojf;2vnw;2vo0;3e8c;2f7z;2f7x;2gfc;4c36;1q62;1xh8;2jdt;4c33;1yds;3ag9;2c1b;1xha;2gnf;1xh6;1szm;2uzt;2uw5;4yxr;4ij9
P00518	1ql6;2phk;1phk
P00519	4j9i;6amv;2hz4;4j9h;6npu;7w7y;1ju5;4j9g;7w7x;6xrg;3ue4;4zog;4yc8;4twp;1awo;6npv;2o88;2g2f;5hu9;1opl;3qri;3egu;2hiw;4j9f;3qrj;2hyy;3k2m;2g1t;5dc4;7dt2;7cc2;2hzi;3eg0;2gqg;4jjd;2f4j;3qrk;2fo0;4jjc;4j9b;4j9d;6bl8;2g2h;3eg1;4wa9;6xr7;1ab2;5np2;1bbz;2v7a;4j9e;4jjb;3t04;6xr6;5mo4;3uyo;2e2b;4xey;5oaz;2g2i;2hz0;4j9c;3eg3;5dc9;1zzp;3cs9;6npe;7n9g;6amw;5dc0;3pyy;2abl;3eg2
P00520	1opk;3dk3;3oy3;3kfa;1fpu;1opj;3ik3;2z60;3oxz;3dk7;6hd4;1iep;1m52;1abo;1abq;3k5v;3dk6;2qoh;3ms9;2hzn;3mss;6hd6;5ih2;3kf4
P00523	1f1w;1prl;3dqx;4rty;4jz3;1srm;3en6;5ob0;1rlp;5d12;7a32;2hwo;1nlo;3d7u;3tz8;5xp5;4fic;3f3w;1f2f;4omm;5ob1;2qi8;3qlf;3oez;3tz7;3tz9;3u51;5ob2;5teh;4qt7;1prm;4mcv;3uqg;1p13;7nes;3geq;7a34;4ybj;1srl;3en4;6xx3;5sys;7a31;5i11;5bmm;4rtz;3svv;3fj5;7a3b;6xvo;1rlq;2qlq;4rtw;4lgh;5t0p;5ec7;7ah3;6xvm;6xx2;6hve;7ner;7a37;7a3c;4ybk;3el7;4omp;7a3a;3g5d;4lgg;3f3v;7d57;7a33;2hwp;4hvv;3d7t;6l8l;5j5s;5k9i;3en5;5oav;6xx5;7a3d;7a3e;4o2p;4dgg;4u5j;4oml;4omn;6hvf;6xx4;3of0;3dqw;2ptk;5eca;4rtu;4rtx;4hvw;4agw;7d5o;4omo;5xp7;7net;1nlp;4rtv;5d10;3f6x;3el8;3en7;7a38;6xvn;2qq7;5d11;4hvu;3qlg;4omq;4le9;7a30;7a35;7wf5;6wiw;3uqf;3lok;4jz4;5swh;2oiq;3u4w;3g6g;3g6h;3f3t;3f3u;7a36;7a39
P00524	1skj;1nzv;1spr;1sha;1bkm;1is0;1sps;1bkl;1shb;1nzl;1kc2
P00525	1qwe;1qwf
P00526	5ymw
P00533	6jrk;4g5p;4jq7;4i1z;3b2v;4r5s;6v5p;6s9b;5x2a;5y9t;7a2a;3p0y;3vjo;5wb7;5hg7;5hg9;5cas;4rj8;7aei;6z4d;6s9c;1ivo;3gop;2itq;2j5f;3njp;7a6k;6v6k;3bel;5em5;4krp;4i22;8d73;6wxn;6tfz;7tvd;2itw;2ity;2j5e;3w2p;5xwd;5sx5;2jiu;5lv6;5czh;4zjv;4riy;4uip;6tfy;6tg0;6p8q;5x2f;2n5s;3w33;7lfr;5x27;5gmp;4i20;4li5;4tks;5cav;7vre;7sz0;6z4b;6tg1;2itx;5feq;6s89;5hcx;1yy9;4rj5;4uv7;4r3r;6lub;5wb8;5xdl;7jxi;7ky0;6tfu;6xl4;2itt;2itz;3w2q;6aru;4jr3;5d41;7oxb;7jxw;3op0;5uwd;5fed;5hic;6p1l;2ks1;5can;4rix;5hg8;5em8;4kro;4lrm;4riw;5ug8;5ugb;5ugc;7jxk;6v5n;1z9i;1m14;3g5v;2ito;3w2r;6vh4;4krl;3vrr;3pfv;3lzb;5jeb;5c8n;4jq8;6wa2;7sz1;3c09;2rgp;2gs7;2itp;4lqm;4hjo;5hib;4wd5;5hg5;5cap;5caq;4zse;4g5j;7kxz;7aem;2gs2;2gs6;2itv;3ug1;6jwl;5cnn;5cno;4wrg;4jrv;7a6i;6p1d;2jiv;5edp;5j9y;4rj6;6tfw;5czi;7om4;7len;1m17;1mox;7jxq;2itn;4zau;3ug2;7lgs;5zto;1nql;3ika;2eb3;5gty;7syd;7jxm;7jxp;2itu;2m20;2rf9;2rfd;4ll0;3w2s;6jx4;5u8l;5hcy;6v6o;3g5y;5sx4;3w32;7lfs;7lg8;6vhp;6s8a;6jx0;6duk;2j6m;2m0b;5em6;5c8m;5cal;4wkq;5zwj;5xgn;5gnk;6v66;3gt8;5fee;3ob2;2eb2;5j9z;4rj4;4i21;4krm;6d8e;5x2k;5edr;7sz7;7vra;8d76;7b85;7jxl;5y25;6b3s;7k1h;7k1i;2rfe;6vhn;6jxt;6jz0;1xkk;2jit;4i24;3vrp;3vjn;5ug9;7er2;7ltx;5uga;5xdk;7sz5;7sye;3buo;3w2o;5x26;5x28;4i23;3poz;5edq;5c8k;5cau;6wak;6s9d;6tfv;6lud;3qwq;5hcz;7a6j;6jrj;6jrx;5yu9;4rj7;3b2u;5xgm;5x2c;5gtz;5em7;5cao;4r3p
P00549	1a3w;1a3x
P00550	1vkr;1j6t;2few;1a3a;1vrv
P00552	1nd4
P00557	3w0p;3w0n;3tyk;3w0s;3w0r;3w0o;3w0m;3w0q
P00558	3c3b;2x13;3c3c;3c39;2wzb;5np8;2x14;2xe8;2wzd;2xe7;3c3a;4o33;5m6z;4axx;2ybe;5o7d;5m1r;3zoz;2zgv;5mxm;5m3u;2x15;2wzc;2y3i;2xe6
P00560	1fw8;3pgk;1qpg
P00561	6mx1
P00563	1u6r;2crk
P00568	7de3;1z83;2c95;7x7s
P00571	3adk
P00572	2tmk;1tmk;3tmk
P00573	2pi4;1cez;3e3j;1s77;1msw;3e2e;1aro;1s0v;4rnp;2pi5;1s76;1h38;1qln
P00579	6jnx;6n58;5uah;5vsw;4llg;5w1t;7c97;6pb6;6pss;6pst;4jkr;6byu;7szj;4zh3;6ca0;6xl9;6xlj;4yfn;4xsz;5uag;6psr;6n4c;4kn7;7khe;7mkd;7vwz;6psq;7mke;6xlm;4mex;4kn4;6k4y;1sig;4yg2;6psu;6cux;5uac;5uaj;6wmu;5w1s;7chw;5vt0;7khi;3iyd;4yln;4mey;4xsy;4jk1;5ual;6xl5;6c9y;7mkj;6pb4;6pb5;4zh2;7bef;7vwy;6xll;4ylo;4ylp;4ljz;6p1k;1tlh;5uaq;7dy6;3t72;7szk;4lk1;7c17;6xh8;6oul;6psv;6b6h;7khb;7khc;6p18;4yfk;6vjs;6n57;4zh4;6psw;4jk2;4xsx;7xui;7mki;6ldi;4yfx;4kmu;4lk0;6xh7
P00581	1tk8;6n9u;1t7p;1t8e;1x9s;6p7e;1sks;6n9v;6n7w;1tkd;1sl1;1skr;1tk0;1sl0;1sl2;6n9x;1tk5;2ajq;1x9w;6n9w;1zyq;5ikn;1skw;1x9m
P00582	1dpi;2kzm;2kfz;1d9f;1kfd;1qsl;2kzz;2kfn;1d8y;1ksp;1kln;1d9d;1kfs;1krp
P00586	1rhs;1rhd;1boi;1orb;2ora;1boh;1dp2
P00588	1f0l;1tox;1xdt;1dtp;1sgk;1ddt;4ae1;4ae0;1mdt
P00590	1xza;1cuu;1agy;1cuc;1cuv;1xzi;1ffb;3ef3;3esb;1cuf;1cuj;1xzf;1xzh;1xzk;1xzc;1xzm;1cux;1cuz;1cex;3esd;3qpa;1cui;1xzb;1cug;1cuh;1cuw;3esa;2cut;1ffd;3esc;3qpc;1cue;1oxm;1xzl;1cua;1cuy;1xzd;1xzg;1ffc;1cud;1cub;1cus;1xzj;1xze;1ffa;1ffe
P00591	1eth
P00592	1fx9;4p2p;2azy;1pir;3fvi;3o4m;2b01;3l30;1sfw;3qlm;2b03;4g5i;4o1y;3hsw;2phi;1pis;2b00;3fvj;1y6p;1l8s;3p2p;1y6o;1sfv;4dbk;1hn4;1p2p;2azz;1fxf;5p2p;2b04
P00593	1mku;1kvy;1mks;1kvx;2bax;1bpq;1c74;1bp2;3bp2;1bvm;1irb;2zp4;1vkq;1mkv;2bp2;2b96;2zp3;4bp2;1vl9;1gh4;1une;1g4i;1mkt;1kvw;1ceh;2zp5;2bpp;1o2e;1fdk;2bd1;2bch;1o3w
P00598	1pob;1poa
P00608	1ae7;4e4c
P00609	2not
P00615	3vc0
P00617	1bun
P00624	1pp2
P00626	3g8g
P00630	1poc
P00634	7jn9;1kh4;1khj;3bdf;1hqa;6prj;1urb;1ajb;6pqm;5jtl;7n6j;1elz;7jne;1hjk;1ani;1aja;1alj;5gah;6pri;1khk;1ali;2ga3;1ajc;1alh;1alk;2g9y;3dyc;2mlz;6ppt;1ed8;1ed9;1kh5;3bdh;1y6v;3dpc;5c66;6prq;6psi;3cmr;5tpq;5jto;7n6k;1anj;1khn;5gag;1y7a;1kh9;3bdg;1ura;1ajd;3tg0;5jtn;4yr1;5gaf;1ew8;7n6m;6pq2;6pqe;1khl;7jn8;1ely;1kh7;1b8j;5gad;4km4;7n6l;1elx;2anh;1ew9;5jtm;5jtp;7jmm
P00636	4gx3;1nv0;4fbp;1fbg;1fbc;1nuw;1nuy;1nv7;1eyk;2f3d;4gx4;1fbe;4gbv;1fpf;4h46;4h45;1fbd;4kxp;1nuz;1nv1;1nv5;1fsa;1cnq;1yxi;4gwu;1nv2;1nv4;2fbp;1kz8;1fpb;1q9d;2f3b;4gwx;1lev;1fj6;1nv3;1fbh;1yz0;1rdx;1rdy;4gwz;2qvu;3fbp;4gws;4gww;4gwy;4gx6;1eyi;1fj9;1fpl;1fpe;1yyz;4gbw;1nux;1nv6;1frp;1fbf;5fbp;1fpg;1fpi;1fpk;1fpd;1rdz;1fpj;1eyj;2qvv;1fbp
P00637	1bk4
P00639	2a40;7nzm;7nxv;2a41;2d1k;1dnk;3w3d;2a42;1atn;2dnj;2a3z;3cjc;3dni
P00641	1m0d;3cae;1m0i;2pfj;1fzr
P00642	1eri;1qrh;1qri;1ckq;2oxv;1qc9;1qps;1cl8
P00644	1eqv;1ey0;1ey5;1tt2;3evq;2sob;2f0p;5i9o;5dau;4kv6;4np5;4pmc;3tp8;6u0w;1a3t;1a3v;4j1m;1stg;1ihz;4df7;4eqn;4eqo;4f7x;5cv6;5ige;6xsc;6xsf;5i6w;5c3w;6xsh;6b8r;1ena;1eya;2f0m;2f0q;2f0w;3nqt;5kyi;1enc;1ey4;3qb3;3hzx;5nuc;5ekl;5c6a;4ndx;6ok8;1a2u;2khs;3p75;3sk5;5kix;5k5p;4zui;4j6h;4kd3;4hth;5cv9;4dfa;1eyd;1snc;1snm;2eym;2f0g;4k6d;4k5w;3tp6;1joq;1f2z;1a2t;2exz;1kdc;2rdf;5c4z;4nmz;4k14;5i6y;5j1z;5j22;5e3f;4odg;4r8n;4eqp;5kgu;6xse;1ey8;2f0k;2oeo;5egt;2eyf;2eyl;2f0i;2f0t;2fxz;4khv;3s9w;5ekk;3lx0;3erq;2ey1;3ero;4yij;4n9p;4qb4;4g57;4k2l;3ruz;5cv7;5igc;5c4h;5e1f;4zq3;3owf;3mhb;3t13;3p1h;4k2k;4ky7;4e6i;6xsb;1snp;1syf;1tr5;3c1f;2of1;2f0d;4pmb;5kyl;3dhq;5kee;4k5v;1a3u;1stb;1sty;4ky5;3u9o;4f8m;3sk4;4k8i;3dmu;5jav;5isr;5cv4;4kd4;4kta;3meh;6xsi;1aex;1ey6;1ey7;2snm;2f0o;1syb;4pny;3shl;1kab;2eyp;3nxw;3itp;5ioc;4laa;4me5;3tp5;3tp7;1f2y;1u9r;3nuc;3mz5;3d4d;5kru;3mxp;4nkl;5i9p;4s3s;1f2m;1jok;4iz8;4k8j;4ky6;4n9t;4evo;5cv5;5cc4;5c3x;4rkb;4dgz;4iun;1snd;1syd;1tqo;2f0l;2f0v;4miu;4ol7;3v2t;3bdc;1sye;1syg;1kaa;2f0j;2f0n;2f0u;2nuc;3sxh;3nhh;3e5s;5iod;5c5l;5c5m;5deh;2ey2;2qdb;4trd;4kjn;3va5;4hmi;3tme;1sth;1stn;1sno;1syc;1nsn;2eyh;2f0e;4qf4;4du9;4h7b;3nk9;3oso;3pmf;3sr1;5cgk;4hmj;3sk6;5igf;5igg;4rkl;1nuc;3np8;2gsi;5iif;4id6;1kda;1sta;1kdb;2rks;2pqe;5igb;5igd;6eeg;5hur;6xsg;3d6c;3eji;2sns;2ey5;2f0h;4k5x;6u0x;1joo;1ey9;1ez6;1ez8;2f0f;2f0s;3hej;4i65;6amf;1ii3;3h6m;2rbm;5f2d;4zuj;4kjo;3sk8;6eek;1jor;2enb;4ial;3t16;5cr3;5cv8;5job;5hgt;1eyc;2ey6;2eyj;2eyo;1snq;3c1e;4wor
P00646	2b5u;1jch;1ujw;4v5k;1e44;4udm
P00648	7mrx;1b27;1x1y;1bne;1brn;1b21;1bsc;1a2p;2kf5;1bnr;2kf4;2c4b;1brg;1brs;2f56;1bao;1bns;2kf3;1yvs;3q3f;1bri;1x1u;1brk;1bsa;1bsd;1b3s;1rnb;2f5m;1bnj;2za4;1b2u;1bse;1bni;3da7;1ban;2kf6;1b2z;1bgs;1x1x;1b2s;2f5w;1fw7;1bng;6pqk;1brh;2f4y;1bnf;3kch;1brj;1b20;1b2x;1bsb;1x1w
P00649	1buj;4haa;1goy;1gov;2rbi;1gou
P00651	1q9e;5bu4;5hoh;1rgc;1rnt;1tto;4rnt;1i3i;1lov;1lra;3bir;4bu4;1hyf;1b2m;1trq;6rnt;1hz1;3hoh;3bu4;5gsp;1gsp;1i2f;1ygw;2aae;6gsp;1rhl;1trp;1loy;1i0v;1det;4odk;8rnt;2bu4;5bir;2bir;1fzu;1rgk;1rgl;2gsp;3gsp;5rnt;2rnt;4gsp;1ch0;1rls;1g02;4bir;1bu4;3rnt;7rnt;9rnt;1iyy;4hoh;1bvi;1bir;1i2g;1low;1fys;1rn4;2hoh;1i0x;3syu;3urp;7gsp;1i3f;1rga;1rn1;1i2e;2aad
P00653	1rms;1rds
P00654	3ago;3ahs;1rtu;3ahw;3agn
P00655	1r4y;1de3
P00669	3bcm;3djv;11bg;3djp;1bsr;1n3z;11ba;3bco;1y92;4n4c;1r5c;1tq9;3djq;2lfj;1n1x;1y94;3bcp;1qwq;1r5d;3djo;1r3m;3djx
P00683	3tsr
